age,workclass,race,sex,y_no,y_yes
31, Private, White, Male,1,0
34, Private, White, Male,1,0
51, Private, White, Male,0,1
25, Private, White, Male,1,0
28, ?, White, Female,1,0
30, Private, White, Male,0,1
46, Private, White, Female,1,0
45, Private, Black, Female,1,0
23, Private, Black, Female,1,0
33, Private, White, Female,1,0
44, Private, White, Female,0,1
25, Private, White, Male,1,0
48, State-gov, White, Male,1,0
23, Private, White, Female,1,0
33, Self-emp-not-inc, White, Female,0,1
20, Private, White, Female,1,0
23, Private, White, Female,1,0
71, Private, White, Female,1,0
22, State-gov, White, Female,1,0
36, Private, White, Male,0,1
27, Private, White, Male,1,0
40, Private, White, Female,1,0
30, Private, White, Male,1,0
30, State-gov, White, Male,1,0
30, Private, White, Male,1,0
35, Private, White, Male,1,0
39, Private, Black, Female,1,0
39, Federal-gov, White, Male,1,0
74, Private, Black, Male,1,0
32, Self-emp-inc, White, Male,0,1
25, Private, Black, Male,1,0
64, Private, White, Female,1,0
47, Self-emp-not-inc, White, Male,0,1
37, Private, White, Female,0,1
47, Private, White, Male,0,1
33, Private, White, Male,0,1
40, Private, White, Female,0,1
22, Private, Black, Male,1,0
56, Private, White, Male,1,0
37, Private, White, Female,1,0
30, Self-emp-inc, White, Male,1,0
20, Private, White, Female,1,0
53, State-gov, White, Male,0,1
43, Private, White, Male,0,1
23, Private, White, Male,1,0
43, Self-emp-not-inc, White, Male,1,0
30, Private, White, Male,1,0
20, Private, White, Female,1,0
22, Private, White, Male,1,0
38, Private, White, Male,1,0
54, Self-emp-not-inc, White, Male,1,0
23, Private, White, Male,1,0
46, Private, Black, Male,1,0
59, Private, White, Male,1,0
28, ?, White, Male,1,0
18, ?, White, Male,1,0
41, Local-gov, White, Male,1,0
42, Private, White, Male,1,0
58, Private, White, Male,0,1
24, Private, White, Male,1,0
39, Private, White, Male,0,1
28, Private, White, Female,1,0
25, Private, White, Male,1,0
29, Private, White, Female,1,0
53, Private, White, Male,1,0
63, Local-gov, White, Male,1,0
26, State-gov, White, Female,1,0
21, Private, White, Male,1,0
45, Private, White, Male,0,1
29, Private, White, Female,1,0
72, Local-gov, White, Male,1,0
51, Private, White, Male,1,0
21, Private, White, Male,1,0
38, Private, Black, Female,1,0
38, Private, White, Female,0,1
46, Private, White, Male,1,0
31, Self-emp-not-inc, White, Male,0,1
68, Local-gov, Black, Female,1,0
43, ?, White, Male,1,0
21, Private, White, Male,1,0
44, Private, White, Male,1,0
56, Federal-gov, White, Male,0,1
20, ?, White, Male,1,0
36, Private, White, Male,0,1
21, Private, White, Female,1,0
21, Private, Black, Female,0,1
52, Local-gov, White, Male,1,0
56, Self-emp-inc, White, Male,0,1
52, Private, White, Female,0,1
51, Self-emp-not-inc, White, Male,1,0
29, Private, White, Male,1,0
36, Private, Black, Male,1,0
29, Private, White, Male,1,0
21, Private, White, Female,1,0
58, Private, White, Male,1,0
37, Private, White, Male,1,0
50, Private, Black, Female,1,0
30, Private, White, Male,1,0
29, Private, Black, Male,1,0
48, Self-emp-not-inc, White, Male,1,0
50, Self-emp-not-inc, White, Male,1,0
39, Private, White, Female,0,1
35, Federal-gov, White, Male,1,0
54, Private, White, Male,0,1
24, Private, White, Female,1,0
20, Private, White, Male,1,0
30, Self-emp-not-inc, Amer-Indian-Eskimo, Male,0,1
19, Self-emp-not-inc, Asian-Pac-Islander, Female,1,0
26, Private, Black, Male,1,0
38, Private, White, Male,0,1
25, Private, White, Female,1,0
33, Private, White, Male,1,0
60, Local-gov, White, Male,0,1
30, Private, White, Male,1,0
30, Private, White, Male,1,0
19, Private, White, Female,1,0
23, Private, White, Male,1,0
27, Private, White, Male,0,1
20, ?, White, Male,1,0
39, State-gov, White, Male,1,0
33, Private, White, Male,1,0
65, Private, White, Male,1,0
34, Private, White, Male,0,1
20, Private, White, Female,1,0
23, ?, White, Male,1,0
25, Private, White, Male,1,0
28, Private, White, Female,0,1
31, Private, White, Male,1,0
28, State-gov, White, Male,1,0
37, Private, White, Female,1,0
52, Private, White, Male,0,1
66, Federal-gov, Black, Female,1,0
31, Private, White, Male,1,0
37, Private, White, Male,0,1
45, Federal-gov, White, Male,1,0
45, Private, White, Male,1,0
44, Private, White, Male,1,0
32, Local-gov, White, Male,1,0
35, Private, White, Male,0,1
53, Private, White, Male,1,0
54, Private, White, Male,0,1
43, Private, White, Male,1,0
30, Private, White, Male,1,0
49, Private, White, Male,1,0
52, Private, White, Male,0,1
20, Private, White, Female,1,0
60, Federal-gov, White, Male,0,1
45, Private, White, Male,1,0
48, Private, White, Male,0,1
28, Private, White, Male,0,1
61, ?, White, Male,0,1
48, Local-gov, White, Male,1,0
32, Private, White, Male,1,0
27, Self-emp-not-inc, White, Male,1,0
38, Private, White, Male,1,0
33, Private, Other, Male,1,0
43, Private, White, Female,0,1
36, Private, White, Male,1,0
38, Private, White, Male,1,0
24, Local-gov, White, Female,1,0
22, Private, White, Male,1,0
30, Private, White, Male,1,0
55, ?, White, Male,0,1
46, Self-emp-not-inc, White, Male,0,1
39, State-gov, White, Male,1,0
50, Private, White, Male,1,0
34, Private, White, Female,1,0
47, State-gov, White, Male,0,1
46, Private, White, Male,1,0
23, ?, White, Male,1,0
43, Private, White, Female,1,0
45, Private, White, Male,1,0
55, Private, White, Male,1,0
68, Private, White, Male,1,0
39, Private, White, Male,1,0
39, Private, White, Female,1,0
37, Private, White, Male,1,0
19, Private, White, Male,1,0
20, Private, White, Male,1,0
49, ?, White, Female,1,0
33, Private, White, Male,1,0
21, Private, White, Male,1,0
72, ?, White, Male,1,0
58, Local-gov, White, Male,0,1
43, Self-emp-inc, Black, Male,1,0
62, Private, Black, Female,1,0
21, Private, White, Male,1,0
26, Private, White, Male,1,0
27, Private, White, Male,1,0
34, Private, White, Male,0,1
49, Local-gov, White, Female,1,0
28, Private, White, Female,1,0
34, Self-emp-not-inc, Black, Male,0,1
29, Private, White, Female,0,1
58, Private, White, Male,0,1
45, Self-emp-inc, White, Female,1,0
47, Self-emp-not-inc, White, Female,1,0
53, Private, White, Male,0,1
52, Local-gov, White, Male,1,0
47, Private, White, Female,1,0
36, Local-gov, White, Male,0,1
48, Private, White, Male,0,1
35, Private, White, Male,0,1
49, Private, White, Male,0,1
43, Private, White, Male,1,0
33, Private, White, Male,0,1
49, Local-gov, White, Male,1,0
17, Private, White, Male,1,0
28, ?, White, Female,1,0
25, Private, White, Male,1,0
69, ?, White, Male,1,0
41, Self-emp-not-inc, White, Male,1,0
31, Private, White, Male,0,1
57, Private, White, Male,0,1
49, Private, White, Male,0,1
40, Private, White, Male,0,1
55, Private, White, Male,0,1
47, Private, White, Male,1,0
50, Private, White, Male,1,0
36, Private, White, Male,1,0
17, Private, White, Male,1,0
30, Local-gov, White, Male,0,1
79, ?, White, Male,1,0
42, Private, White, Male,0,1
67, Self-emp-not-inc, White, Male,1,0
36, Private, White, Male,0,1
35, Private, White, Male,0,1
27, Private, White, Female,1,0
21, Private, White, Male,1,0
46, Private, White, Male,1,0
45, Private, White, Male,0,1
20, Private, White, Male,1,0
17, Private, White, Male,1,0
40, Private, Black, Male,0,1
28, Private, White, Male,0,1
33, Private, White, Male,1,0
55, Private, White, Female,1,0
55, Self-emp-not-inc, White, Male,1,0
47, Private, Black, Female,1,0
52, Self-emp-inc, White, Male,0,1
29, Private, White, Female,1,0
36, Private, White, Male,1,0
37, Private, White, Male,1,0
41, Federal-gov, White, Female,1,0
43, Private, White, Male,0,1
24, Private, White, Male,1,0
39, Federal-gov, White, Female,1,0
47, Self-emp-not-inc, White, Male,1,0
42, Private, White, Female,1,0
39, Private, White, Male,0,1
48, Local-gov, White, Female,1,0
47, Local-gov, Black, Male,0,1
27, Private, White, Male,1,0
29, Private, White, Male,1,0
22, Private, White, Female,1,0
37, State-gov, White, Male,1,0
38, Private, White, Male,1,0
32, Private, Asian-Pac-Islander, Female,1,0
48, Local-gov, White, Female,1,0
46, Self-emp-not-inc, White, Female,1,0
51, Private, Black, Female,1,0
28, Self-emp-inc, White, Male,1,0
35, Private, White, Male,1,0
18, Private, White, Male,1,0
45, Private, Black, Female,1,0
36, Self-emp-not-inc, White, Male,1,0
73, Private, White, Female,1,0
52, Private, White, Male,1,0
17, Private, White, Female,1,0
29, Federal-gov, White, Male,0,1
31, Private, White, Female,0,1
20, Private, White, Male,1,0
42, Private, White, Male,0,1
37, Private, White, Female,1,0
40, Private, White, Male,1,0
32, Private, White, Male,0,1
29, Private, White, Male,0,1
20, Private, White, Female,1,0
26, Private, White, Male,0,1
25, Private, White, Male,1,0
37, Private, White, Male,0,1
18, ?, White, Female,1,0
33, ?, White, Female,1,0
26, Private, White, Male,1,0
24, Private, White, Female,1,0
33, Private, White, Female,1,0
23, Private, Amer-Indian-Eskimo, Male,1,0
20, ?, Black, Male,1,0
36, Private, White, Male,1,0
37, Private, White, Female,1,0
24, Private, White, Male,1,0
38, Private, White, Male,0,1
50, Private, White, Female,1,0
44, Private, White, Male,0,1
46, Private, White, Male,0,1
57, Private, Black, Female,1,0
37, Private, White, Male,1,0
44, Private, White, Male,1,0
21, Private, White, Female,1,0
31, Private, White, Male,0,1
32, Private, White, Male,0,1
45, Private, Black, Female,0,1
20, Local-gov, White, Male,1,0
52, Private, White, Female,1,0
47, Self-emp-not-inc, White, Male,1,0
41, Private, White, Female,1,0
40, Private, White, Male,0,1
41, State-gov, White, Female,0,1
46, Private, White, Male,0,1
49, Private, White, Female,1,0
65, Private, White, Female,1,0
50, Private, Asian-Pac-Islander, Female,1,0
59, Private, White, Male,0,1
18, Private, White, Female,1,0
47, Local-gov, White, Male,0,1
47, ?, White, Male,0,1
45, Private, White, Male,0,1
17, Private, White, Female,1,0
45, Self-emp-inc, White, Male,0,1
73, Private, White, Male,1,0
48, Private, Black, Male,1,0
64, ?, White, Female,1,0
38, State-gov, White, Male,1,0
37, Federal-gov, White, Male,0,1
62, Self-emp-inc, Black, Male,0,1
26, Private, Black, Male,1,0
46, Self-emp-inc, White, Female,0,1
46, Private, White, Male,0,1
51, Private, White, Female,0,1
54, Federal-gov, White, Female,1,0
65, Private, White, Male,1,0
29, Private, White, Male,1,0
37, Private, White, Male,1,0
36, Self-emp-not-inc, White, Female,1,0
60, Self-emp-not-inc, White, Male,0,1
33, Private, White, Male,1,0
62, Private, White, Female,1,0
20, Private, White, Female,1,0
37, Private, White, Female,0,1
66, Private, White, Male,1,0
32, ?, White, Male,1,0
29, State-gov, White, Male,1,0
70, Self-emp-inc, White, Male,1,0
74, Private, White, Male,1,0
37, Local-gov, White, Male,1,0
51, Self-emp-not-inc, White, Male,1,0
50, Private, White, Male,1,0
42, Private, White, Male,0,1
26, Private, White, Male,1,0
27, Local-gov, White, Male,0,1
58, Self-emp-not-inc, White, Male,1,0
30, ?, White, Male,1,0
32, Private, White, Male,1,0
66, Self-emp-inc, White, Male,0,1
23, Private, White, Male,1,0
35, Private, White, Male,1,0
50, Private, White, Male,1,0
17, ?, White, Female,1,0
35, Private, White, Female,1,0
31, Private, White, Female,1,0
30, Private, White, Male,1,0
84, Self-emp-inc, White, Male,0,1
35, Self-emp-not-inc, Black, Male,1,0
45, Self-emp-not-inc, White, Male,0,1
46, Private, White, Male,1,0
50, Local-gov, White, Male,1,0
37, Private, White, Male,1,0
32, Private, White, Female,1,0
53, Self-emp-inc, White, Male,0,1
27, Federal-gov, White, Male,0,1
22, Private, White, Male,1,0
29, Private, White, Male,1,0
35, Private, White, Male,1,0
38, Private, White, Female,1,0
29, Private, White, Male,1,0
26, Private, Asian-Pac-Islander, Male,1,0
34, Private, Asian-Pac-Islander, Female,1,0
31, Private, White, Male,0,1
30, Private, White, Male,1,0
20, Private, White, Male,1,0
37, Private, White, Male,1,0
32, Private, White, Female,1,0
36, Private, White, Female,1,0
54, Private, Asian-Pac-Islander, Male,0,1
78, ?, White, Male,1,0
46, Self-emp-not-inc, White, Female,1,0
18, Private, Amer-Indian-Eskimo, Female,1,0
57, Private, White, Male,1,0
37, Private, White, Male,1,0
43, Private, White, Male,0,1
45, Private, Black, Female,1,0
32, Private, White, Female,1,0
38, Federal-gov, White, Male,1,0
25, Private, White, Female,1,0
70, Private, Asian-Pac-Islander, Male,1,0
40, Private, White, Male,0,1
40, Self-emp-not-inc, White, Male,1,0
20, Private, White, Male,1,0
29, Private, White, Male,0,1
24, Private, White, Male,1,0
28, Private, Black, Female,1,0
58, Private, Black, Male,1,0
38, Private, Asian-Pac-Islander, Female,1,0
59, Self-emp-not-inc, White, Female,1,0
18, Private, White, Female,1,0
40, Private, White, Male,1,0
39, Self-emp-inc, White, Male,1,0
35, Private, Asian-Pac-Islander, Male,0,1
45, Private, White, Male,1,0
62, ?, White, Male,1,0
24, State-gov, Black, Female,1,0
22, Private, Black, Male,1,0
23, Private, White, Male,1,0
39, Self-emp-not-inc, White, Male,0,1
28, Private, White, Female,1,0
51, Private, White, Male,0,1
44, Private, White, Female,1,0
73, ?, White, Male,1,0
24, Private, Black, Male,1,0
24, Private, White, Male,1,0
52, Private, Other, Male,1,0
43, Private, White, Male,1,0
67, Self-emp-inc, White, Male,1,0
31, Private, Black, Male,1,0
36, Private, White, Male,0,1
43, Private, White, Male,1,0
31, Private, White, Male,1,0
23, Private, Black, Male,1,0
26, Private, White, Male,1,0
48, Private, White, Male,1,0
40, Private, White, Male,1,0
55, Local-gov, White, Female,1,0
49, Private, White, Male,0,1
34, Private, White, Female,1,0
29, Private, Black, Female,1,0
50, Private, White, Female,1,0
19, Private, White, Female,1,0
63, State-gov, White, Male,0,1
66, Private, Asian-Pac-Islander, Male,1,0
65, ?, Asian-Pac-Islander, Female,1,0
60, Private, White, Male,1,0
60, Private, White, Female,1,0
19, Private, White, Male,1,0
26, Self-emp-inc, White, Male,1,0
75, Self-emp-not-inc, Black, Male,1,0
58, State-gov, White, Female,1,0
18, Self-emp-not-inc, White, Female,1,0
65, Private, White, Male,1,0
50, Self-emp-not-inc, White, Male,0,1
26, Private, White, Male,1,0
45, Federal-gov, White, Male,0,1
19, ?, White, Male,1,0
29, Federal-gov, White, Male,0,1
52, Private, White, Female,0,1
23, Private, White, Female,1,0
21, Private, White, Male,1,0
48, Local-gov, White, Female,1,0
59, ?, White, Male,0,1
50, Private, White, Male,0,1
41, State-gov, Black, Male,1,0
32, Private, Black, Female,1,0
40, Private, Black, Male,1,0
19, Private, White, Male,1,0
30, ?, White, Male,1,0
42, State-gov, White, Male,1,0
23, Private, White, Female,1,0
37, Self-emp-not-inc, White, Male,0,1
21, Private, White, Female,1,0
28, Private, White, Male,0,1
50, ?, Black, Male,1,0
20, Private, White, Male,1,0
21, Private, White, Male,1,0
21, Private, White, Male,1,0
45, Self-emp-not-inc, White, Male,1,0
49, Self-emp-inc, White, Male,1,0
53, Self-emp-inc, White, Male,0,1
41, Private, White, Male,1,0
48, Local-gov, Asian-Pac-Islander, Female,1,0
73, ?, White, Female,1,0
34, Private, White, Female,1,0
24, Private, White, Female,1,0
58, State-gov, White, Female,1,0
41, Private, White, Male,0,1
53, Private, White, Male,1,0
40, Private, Black, Male,1,0
28, Self-emp-not-inc, White, Male,0,1
32, Private, White, Male,1,0
44, Self-emp-inc, Black, Male,1,0
18, Private, White, Female,1,0
37, State-gov, White, Female,1,0
43, Private, Black, Female,1,0
22, Private, White, Female,1,0
28, Private, Black, Male,1,0
51, Private, White, Female,1,0
63, Private, White, Female,1,0
29, Private, White, Male,1,0
44, Private, White, Male,0,1
44, Private, White, Female,1,0
37, State-gov, White, Male,1,0
62, Federal-gov, Black, Male,1,0
31, Private, White, Male,1,0
20, Private, White, Male,1,0
48, Private, White, Female,1,0
24, Self-emp-not-inc, White, Female,1,0
56, State-gov, White, Male,1,0
36, Federal-gov, White, Male,1,0
29, Private, White, Male,1,0
34, Private, Asian-Pac-Islander, Male,0,1
39, Private, Black, Male,1,0
29, Private, Black, Male,1,0
38, Self-emp-inc, White, Male,1,0
23, Private, Asian-Pac-Islander, Male,1,0
37, Private, White, Male,1,0
30, Self-emp-not-inc, White, Female,1,0
58, ?, White, Female,1,0
42, Private, White, Male,1,0
59, Local-gov, White, Female,1,0
45, Private, Black, Male,0,1
46, Private, White, Male,1,0
25, Private, White, Female,1,0
41, Self-emp-inc, White, Male,1,0
